city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
4,-1.6550689607393676,1,0,2,0,6,1,0,6,1,-0.6384838951088128,2
1,0.7814569941066193,1,0,2,4,3,2,8,2,4,-0.6218603404607106,0
3,-0.19801025020023905,2,0,2,2,6,3,8,6,0,-0.02341237312902982,0
4,-1.6550689607393676,1,0,2,0,6,3,3,6,2,-0.7382252229974262,2
3,0.21482305111918004,1,0,2,0,6,2,8,2,3,0.7080240313874688,0
1,0.06102240945116084,1,0,2,2,6,5,5,6,4,-0.45562479397968814,0
0,-1.6469741901252613,2,0,1,0,6,2,4,6,3,0.10957606405578812,0
0,-1.0560559352955041,1,0,2,0,6,5,4,5,1,0.12619961870389038,0
3,0.8947837827041062,1,0,2,0,6,5,1,6,3,-0.8878372148303464,0
3,0.7733622234925129,1,1,2,0,0,3,8,2,3,-0.15640081031384775,0
4,0.7409831410360879,1,0,2,2,6,5,6,6,4,-0.655107449756915,0
3,-0.6027487809055527,1,0,2,0,6,2,1,6,0,-0.18964791961005226,0
4,0.6600354348950251,1,0,1,0,6,5,4,6,2,-0.8545901055341419,0
4,0.6600354348950251,1,0,2,0,6,5,4,6,4,0.19269383729629933,0
4,0.6600354348950251,1,0,2,0,6,5,8,2,3,2.7693448077521468,2
4,0.7409831410360879,2,0,2,0,6,5,4,6,0,1.0072480150533092,0
4,0.7409831410360879,2,1,2,0,6,1,5,6,1,-0.7548487776455285,0
4,0.7409831410360879,1,0,2,0,6,5,8,2,4,-0.48887190327589264,0
4,0.7409831410360879,1,1,0,1,3,1,4,3,0,0.6415298127950599,0
3,0.7733622234925129,1,1,2,2,6,5,4,6,4,-0.7548487776455285,0
2,0.5709929581398561,1,0,2,2,6,5,7,0,0,-0.8379665508860397,0
2,-0.21419979142845158,1,0,2,0,6,4,4,6,2,-0.3558834660910747,0
4,0.7895517647207255,1,0,2,0,6,4,1,6,0,-0.3226363567948702,0
4,0.7895517647207255,1,1,0,1,3,0,8,2,5,-0.45562479397968814,0
0,-0.724170340117146,2,0,2,0,6,2,1,3,0,3.53402832156485,0
4,0.7409831410360879,2,0,2,0,6,4,8,2,4,-0.7049781137012218,0
2,0.4738557107705808,2,0,2,0,0,1,0,2,1,-0.5387425672201993,2
2,-1.0560559352955041,1,1,0,0,6,1,8,2,1,0.7745182499798778,2
4,0.7409831410360879,1,0,2,0,6,2,8,2,1,2.636356370567329,2
1,0.6033720405962812,0,0,2,0,2,0,1,6,5,-1.0042020973670622,0
4,0.7409831410360879,1,0,2,0,6,4,2,5,4,-0.25614213820246123,0
4,0.6600354348950251,1,0,2,0,6,2,4,6,1,1.9714141846432394,0
2,-2.254081986183231,1,0,2,4,3,1,4,6,0,-0.8878372148303464,0
1,-0.5056115335362784,2,0,0,0,6,2,1,6,1,-0.8878372148303464,0
4,0.7409831410360879,1,0,2,0,6,3,7,6,0,-0.8213429962379375,0
4,0.7409831410360879,2,0,2,0,6,2,1,6,0,1.1568600068862294,0
4,0.7409831410360879,1,0,2,0,6,1,5,6,0,0.34230582912921953,0
4,0.7409831410360879,2,0,2,0,6,2,2,5,0,1.539201763792581,0
4,-1.6550689607393676,1,0,2,0,6,1,0,1,0,-0.3558834660910747,2
4,0.7409831410360879,1,0,2,0,6,1,4,1,0,0.6082827034988554,0
4,0.7895517647207255,1,1,2,0,6,3,8,2,2,-0.9044607694784487,0
4,0.7409831410360879,1,0,2,0,6,5,4,1,4,-0.3226363567948702,0
4,0.7409831410360879,1,0,2,0,6,2,1,6,1,-0.15640081031384775,0
4,0.7409831410360879,1,1,2,0,6,0,6,6,0,-0.20627147425815448,0
3,0.21482305111918004,1,0,2,0,6,2,4,6,1,2.0379084032356483,2
4,0.5548034169116436,1,1,2,4,3,1,8,2,5,-0.655107449756915,0
3,0.449571398928262,2,0,2,0,6,4,4,6,0,0.6914004767393667,0
4,0.6600354348950251,1,0,2,0,6,5,8,2,0,-0.8047194415898352,0
4,0.7409831410360879,1,0,2,2,6,5,4,5,0,0.2924351651849128,0
4,-1.6550689607393676,2,0,0,2,6,1,8,2,5,-1.0374492066632666,0
1,-1.0560559352955041,1,1,0,0,6,3,3,5,1,0.02645829081527691,2
4,-1.6550689607393676,2,0,2,2,6,1,3,6,0,-1.0208256520151644,0
4,0.7409831410360879,1,0,0,2,6,2,8,2,0,-0.8379665508860397,2
4,-1.6550689607393676,1,1,0,1,3,0,8,6,5,-0.655107449756915,2
4,-1.6550689607393676,1,1,0,0,6,1,8,2,5,-0.17302436496195,0
4,0.7895517647207255,1,1,1,0,6,2,8,2,5,-0.25614213820246123,0
4,-1.6550689607393676,1,0,2,0,6,2,7,0,2,-0.8878372148303464,2
3,0.21482305111918004,1,0,1,1,3,2,8,2,0,-0.8213429962379375,0
2,-0.4975167629221712,1,0,1,5,3,0,7,0,0,0.1428231733519926,2
4,0.7409831410360879,1,0,2,0,6,2,1,6,1,-0.5221190125720971,0
4,-1.6550689607393676,1,0,2,0,6,2,7,6,4,-0.5054954579239949,0
0,0.15006488620632985,1,0,2,0,6,2,7,6,3,-0.9377078787746531,0
4,0.7409831410360879,1,1,2,0,4,5,6,6,4,-1.0208256520151644,0
2,-0.4975167629221712,1,0,2,0,6,2,0,6,0,-0.588613231164506,0
4,0.6600354348950251,1,0,2,2,6,2,7,1,2,-1.0042020973670622,0
4,-1.6550689607393676,1,0,2,0,6,2,3,6,1,-0.7382252229974262,0
1,-1.0560559352955041,1,0,2,0,6,2,4,6,1,0.39217649307352626,2
1,-2.01933363837415,2,0,2,0,6,0,0,6,0,-0.27276569285056346,2
4,-1.6550689607393676,2,0,0,2,6,0,8,2,0,-0.22289502890625673,0
0,-0.036114837918113554,1,0,2,0,6,3,5,6,4,-0.6218603404607106,2
4,-1.6550689607393676,2,0,2,0,6,2,4,6,0,-0.22289502890625673,2
4,0.7409831410360879,2,0,2,0,6,1,8,2,0,1.7054373102736033,2
4,-1.6550689607393676,1,0,2,0,6,2,8,2,2,-0.6218603404607106,2
4,0.7409831410360879,0,0,2,2,6,3,7,6,0,0.15944672800009485,0
0,0.29577075726024277,1,0,0,1,3,2,4,1,0,-0.25614213820246123,0
4,0.7409831410360879,1,0,2,2,6,5,4,6,4,-0.7382252229974262,0
4,0.7409831410360879,1,1,2,2,6,4,8,2,4,-0.08990659172143879,0
2,0.5467086462975363,1,1,2,2,6,1,1,2,0,-0.5553661218683016,0
1,-2.01933363837415,1,0,2,0,6,1,1,1,2,1.1734835615343318,0
4,0.7409831410360879,1,0,2,0,6,5,1,6,1,-0.7049781137012218,0
4,0.6600354348950251,0,0,2,0,6,1,8,2,0,0.7080240313874688,0
2,0.684319746737344,2,0,2,0,6,4,4,6,2,-0.02341237312902982,0
4,0.7409831410360879,1,0,2,0,6,5,4,5,1,-0.9543314334227554,0
4,0.7409831410360879,1,0,2,0,6,4,1,6,4,-0.22289502890625673,0
4,0.7409831410360879,0,0,2,0,6,1,1,6,0,-0.7714723322936308,0
4,0.7409831410360879,1,0,2,0,6,4,8,2,4,0.20931739194440158,0
4,0.5548034169116436,1,1,0,2,6,1,8,2,0,-0.5553661218683016,2
4,0.7895517647207255,1,0,2,2,6,3,8,2,0,-0.04003592777713206,0
1,0.49814002261289964,1,0,2,2,6,2,8,2,5,2.5366150426787155,0
2,-2.254081986183231,1,0,1,0,6,1,7,3,0,-0.6717310044050173,2
4,-1.6550689607393676,1,0,2,0,6,1,7,0,0,-0.6218603404607106,2
4,0.7409831410360879,1,0,2,0,6,2,6,6,1,1.8051786381622168,0
1,-0.011830526075794734,1,0,2,0,6,4,1,6,4,-0.721601668349324,0
0,-0.7160755695030406,1,0,2,0,6,4,2,6,4,-0.27276569285056346,0
0,-0.8617814405569535,1,1,0,0,2,2,8,2,1,1.60569598238499,0
3,-0.6027487809055527,1,0,0,0,6,4,2,6,5,-0.6052367858126083,2
4,0.7409831410360879,2,0,2,0,6,1,4,1,2,-0.7049781137012218,0
4,0.7409831410360879,1,0,2,0,6,5,3,6,0,1.2566013347748428,0
4,0.7409831410360879,1,0,2,2,6,3,3,6,1,0.07632895475958364,0
4,0.7409831410360879,1,0,2,0,6,3,3,6,0,-0.3226363567948702,0
3,-0.6027487809055527,1,0,2,2,6,4,8,2,1,-0.921084324126551,2
4,0.7409831410360879,1,1,2,0,6,3,8,2,4,-0.588613231164506,2
2,-0.5379906159927026,2,0,1,0,6,2,1,6,1,-0.9543314334227554,0
4,0.5548034169116436,2,0,2,2,6,2,5,5,2,-0.5221190125720971,0
4,0.7409831410360879,1,0,2,2,2,4,3,6,1,-0.9875785427189598,0
4,-1.6550689607393676,1,0,2,0,6,2,1,1,4,1.206730670830536,0
3,-0.6027487809055527,2,1,1,2,6,5,8,2,0,0.1428231733519926,2
0,-2.01933363837415,2,1,0,0,6,0,8,6,5,-0.3392599114429724,2
2,0.8947837827041062,1,1,2,0,2,3,4,5,4,-0.721601668349324,0
4,-1.6550689607393676,1,0,0,0,6,2,0,6,3,0.20931739194440158,2
3,0.449571398928262,1,0,2,2,6,1,4,1,1,-0.3558834660910747,0
4,-1.6550689607393676,1,0,2,0,6,4,5,6,2,-0.15640081031384775,0
4,0.7409831410360879,1,1,2,4,3,0,8,2,5,-0.721601668349324,0
2,0.5467086462975363,1,0,2,0,6,3,4,6,0,-1.0374492066632666,0
4,0.7409831410360879,1,0,2,2,6,5,1,6,4,-1.0374492066632666,0
2,-0.4975167629221712,2,0,0,0,6,5,1,6,4,-0.3226363567948702,0
1,-0.8213075874864222,1,0,2,0,6,4,8,2,0,-0.6218603404607106,2
4,0.7409831410360879,1,0,2,0,6,4,2,6,0,2.2706381683090795,0
4,0.7409831410360879,2,0,2,0,6,5,3,5,1,-0.8878372148303464,0
4,0.7409831410360879,1,0,2,0,5,5,1,6,4,0.35892938377732175,0
3,0.8947837827041062,1,0,1,0,6,3,5,6,0,-0.721601668349324,0
3,-0.6027487809055527,1,0,2,1,3,2,8,2,5,-1.0208256520151644,0
4,0.6600354348950251,1,0,2,0,2,5,7,6,4,-0.8712136601822442,0
3,-0.6027487809055527,2,1,0,0,6,2,8,2,1,-0.8545901055341419,2
1,0.7814569941066193,1,0,2,0,6,5,0,6,5,0.9075066871646957,0
4,-1.6550689607393676,2,0,2,2,6,1,4,6,1,-0.38913057538727913,2
4,0.7409831410360879,1,1,2,5,3,0,8,2,5,-0.9875785427189598,0
0,-0.7160755695030406,2,0,2,0,4,2,7,0,0,-0.22289502890625673,0
4,0.5548034169116436,2,1,0,0,4,0,2,6,0,0.043081845463379155,0
2,-0.21419979142845158,1,0,0,0,6,4,5,2,0,-0.8712136601822442,0
1,-0.011830526075794734,1,0,2,0,3,5,0,6,2,-0.8213429962379375,0
4,0.7895517647207255,1,0,2,1,3,2,0,6,5,-1.0208256520151644,0
3,0.449571398928262,1,0,2,0,6,1,0,6,1,-0.42237768468348363,2
4,-1.6550689607393676,2,1,2,2,6,1,4,6,0,-0.6883545590531195,0
1,-1.0560559352955041,1,1,1,0,6,1,8,2,5,-0.18964791961005226,2
4,-1.6550689607393676,2,0,2,2,6,3,7,6,4,0.1760702826481971,0
4,0.7409831410360879,1,0,2,0,6,5,1,6,1,-0.7049781137012218,0
4,0.5548034169116436,2,1,0,0,4,1,7,6,0,0.19269383729629933,0
4,0.6600354348950251,1,0,2,0,2,5,4,6,1,-0.30601280214676796,0
4,-1.6550689607393676,1,0,2,0,6,1,5,6,4,-0.4057541300353814,0
4,0.7895517647207255,1,0,2,2,6,5,1,6,4,-0.721601668349324,2
1,0.7005092879655564,1,1,2,1,3,1,8,2,5,-0.8878372148303464,0
4,0.7409831410360879,1,0,2,0,6,2,4,6,0,-0.08990659172143879,0
4,-1.6550689607393676,2,0,2,2,6,4,5,6,1,-0.8712136601822442,2
3,0.8947837827041062,1,0,2,0,6,5,0,6,2,-0.4057541300353814,0
4,-1.6550689607393676,1,1,0,0,6,2,4,6,1,-0.5719896765164039,2
4,-1.6550689607393676,1,0,2,0,6,0,4,6,0,-0.17302436496195,2
4,0.6600354348950251,1,1,1,0,6,3,8,2,1,0.7578946953317756,2
2,0.4738557107705808,1,0,2,0,6,2,4,6,3,-0.7548487776455285,0
1,-2.2136081331126993,1,0,2,0,6,0,8,2,0,0.35892938377732175,2
4,0.7409831410360879,2,0,1,2,6,5,8,2,0,-0.43900123933158586,2
4,-1.6550689607393676,1,0,0,0,6,2,8,2,5,-0.6883545590531195,0
2,-1.0560559352955041,1,0,0,0,6,2,7,3,0,3.600522540157259,0
4,0.5548034169116436,1,0,2,2,6,3,5,2,0,1.672190200977399,0
4,-1.6550689607393676,1,0,0,0,6,1,1,6,0,0.309058719833015,2
4,-1.6550689607393676,1,0,2,2,6,1,4,6,5,-0.18964791961005226,2
4,0.7409831410360879,0,0,2,4,3,2,4,0,0,-0.5387425672201993,0
4,0.7409831410360879,1,1,2,0,6,2,8,2,0,0.442047157017833,2
3,-0.19801025020023905,1,0,2,2,6,2,5,6,0,-0.4057541300353814,0
4,0.7409831410360879,1,1,2,0,2,1,3,6,2,-0.15640081031384775,2
1,0.7005092879655564,1,1,2,1,3,2,6,5,0,-0.38913057538727913,0
2,0.5224243344552184,1,0,2,1,3,4,8,2,0,1.6888137556255012,0
4,-1.6550689607393676,2,0,2,2,6,2,0,0,0,0.9407537964609003,0
1,-1.3150885949469049,1,1,2,0,6,1,8,2,1,-0.3558834660910747,2
4,0.7409831410360879,1,0,2,0,6,3,3,6,1,0.6082827034988554,0
4,0.7895517647207255,1,0,2,1,3,3,4,6,2,0.309058719833015,0
2,0.4738557107705808,2,0,2,0,6,3,3,5,1,-0.5221190125720971,0
3,0.449571398928262,1,0,2,2,6,3,4,6,0,0.10957606405578812,0
4,-1.6550689607393676,2,0,2,0,6,2,3,6,0,-0.9044607694784487,2
1,-2.01933363837415,1,0,0,0,6,0,8,2,0,-0.7049781137012218,0
4,0.7409831410360879,2,0,1,0,6,1,7,2,0,-0.3392599114429724,0
1,-1.1289088708224597,1,0,2,0,6,3,1,1,0,0.07632895475958364,0
4,0.7409831410360879,1,0,0,1,3,2,1,6,0,-0.8712136601822442,0
4,-1.6550689607393676,1,0,2,0,6,1,1,1,1,0.20931739194440158,2
4,-1.6550689607393676,1,1,0,1,3,2,8,2,0,-0.9377078787746531,2
1,0.538613875683431,1,0,1,0,6,3,1,6,0,-0.8545901055341419,0
4,0.6600354348950251,1,0,2,0,6,0,0,6,5,0.24256450124060608,0
2,-0.4975167629221712,2,0,0,0,6,1,1,6,0,-0.8712136601822442,0
4,0.7409831410360879,1,0,2,0,6,1,7,0,3,-0.7880958869417329,0
4,0.6600354348950251,1,0,2,2,6,5,3,6,1,1.871672856754626,0
4,0.7409831410360879,1,0,0,2,6,5,3,6,4,3.53402832156485,0
4,0.7409831410360879,1,0,2,2,6,3,4,6,0,-0.5719896765164039,0
4,0.7409831410360879,0,1,2,0,0,0,8,2,0,-0.6052367858126083,0
4,0.7409831410360879,1,0,2,0,6,1,1,6,2,1.206730670830536,0
3,-0.6027487809055527,1,0,1,0,6,5,3,6,2,2.6031092612711246,0
1,-0.7322651107312531,2,0,0,0,5,0,6,6,0,0.4088000477216285,0
4,0.5548034169116436,1,0,2,0,1,2,2,6,0,1.0737422336457183,2
4,0.7895517647207255,1,1,2,2,6,2,5,6,1,0.0597054001114814,0
3,0.449571398928262,0,0,2,0,6,2,1,6,1,-0.18964791961005226,0
1,0.7005092879655564,1,1,2,4,3,1,8,2,5,-0.8545901055341419,0
4,0.7409831410360879,2,0,2,0,4,0,8,2,0,0.4088000477216285,0
4,0.7895517647207255,0,0,2,2,6,4,4,6,3,-0.7714723322936308,0
3,0.21482305111918004,1,0,0,0,6,2,2,2,2,-0.588613231164506,0
3,0.449571398928262,1,0,2,0,6,2,1,5,2,-0.22289502890625673,0
4,0.7409831410360879,1,1,0,1,3,1,1,6,0,0.7745182499798778,0
4,0.7409831410360879,1,0,2,0,5,1,0,2,0,-0.6052367858126083,0
0,-1.1127193295942481,2,1,2,0,5,1,8,2,1,-0.3226363567948702,0
4,0.6600354348950251,1,0,2,0,4,4,1,6,4,0.6415298127950599,0
3,0.21482305111918004,0,1,2,2,2,0,8,2,5,0.7578946953317756,0
4,0.7409831410360879,2,1,2,0,1,1,4,6,0,-1.0208256520151644,0
2,0.5709929581398561,2,1,2,0,6,5,2,2,0,-0.1397772556657455,2
4,0.7409831410360879,1,0,2,0,1,5,5,3,4,-0.48887190327589264,0
0,-1.0560559352955041,2,1,2,0,6,0,8,2,5,-0.8712136601822442,0
2,-0.6917912576607218,1,0,0,1,3,2,4,3,0,-0.6052367858126083,0
4,-1.6550689607393676,2,1,2,0,6,1,5,6,2,-0.8047194415898352,2
4,0.7409831410360879,1,0,2,0,6,2,0,1,0,-0.38913057538727913,0
4,0.6600354348950251,1,0,2,0,6,2,7,6,0,0.5417884849064465,0
4,0.7895517647207255,1,0,2,0,6,1,3,5,5,-1.0042020973670622,0
4,0.5548034169116436,1,0,2,3,6,5,2,5,5,-0.6052367858126083,0
4,0.7409831410360879,1,0,2,0,6,5,8,2,0,-0.8379665508860397,2
2,0.4738557107705808,1,0,2,2,6,2,1,6,3,0.02645829081527691,2
4,0.7409831410360879,1,0,2,0,6,2,8,2,1,1.4560839905520697,2
4,0.7409831410360879,0,0,2,0,6,3,4,1,0,-0.7049781137012218,0
4,0.6600354348950251,1,0,2,0,6,5,8,2,2,-0.6883545590531195,0
1,0.30386552787434906,1,0,2,0,6,5,7,1,0,-0.17302436496195,0
3,0.21482305111918004,0,0,2,0,6,3,2,6,4,-0.22289502890625673,0
1,0.06102240945116084,1,0,2,1,3,3,3,6,1,1.339719108015354,0
4,0.7409831410360879,1,0,2,0,6,3,4,6,1,0.2758116105368105,0
4,0.6600354348950251,1,0,2,0,6,5,8,2,4,1.339719108015354,2
3,0.7733622234925129,1,0,2,0,6,3,4,6,4,0.19269383729629933,0
4,0.7409831410360879,1,0,2,0,6,2,8,6,1,-0.23951858355435898,0
1,-1.3150885949469049,2,0,2,0,6,2,4,2,0,-0.48887190327589264,0
4,0.7409831410360879,1,0,2,0,6,3,2,6,4,-0.8379665508860397,0
4,0.7409831410360879,1,0,2,0,6,5,1,1,0,-1.0208256520151644,0
4,0.7409831410360879,1,0,2,0,6,2,5,6,0,-0.1397772556657455,0
4,-1.6550689607393676,1,0,2,0,6,1,3,6,1,1.472707545200172,2
4,0.7409831410360879,1,0,2,0,6,4,8,2,1,-0.588613231164506,2
4,-1.6550689607393676,1,1,0,0,6,1,8,2,5,-0.5221190125720971,2
3,0.21482305111918004,1,1,2,3,6,5,8,5,4,0.5584120395545487,0
4,0.7409831410360879,1,1,2,0,6,5,1,3,0,-0.9709549880708577,0
2,-0.6917912576607218,1,1,0,0,6,1,7,0,0,3.9662407424155086,0
2,0.5467086462975363,1,0,2,0,6,2,0,6,3,0.10957606405578812,0
3,0.21482305111918004,2,0,2,0,6,2,0,6,0,-0.3558834660910747,2
4,0.7895517647207255,0,0,2,2,6,5,3,6,4,-0.6384838951088128,0
4,0.7409831410360879,1,0,2,0,4,3,1,6,2,0.8077653592760823,0
4,-1.6550689607393676,0,0,2,2,6,2,8,2,0,1.6389430916811945,0
3,0.8947837827041062,1,0,2,2,6,2,2,6,1,-0.38913057538727913,0
4,0.7409831410360879,1,0,2,0,6,5,8,2,1,-0.9875785427189598,2
4,0.7409831410360879,1,1,0,0,6,2,8,2,0,0.12619961870389038,0
3,0.449571398928262,2,0,2,2,6,2,0,6,1,-0.25614213820246123,0
4,-1.6550689607393676,1,0,2,0,6,1,0,6,0,-0.7049781137012218,2
4,0.5548034169116436,2,0,2,0,6,3,2,2,0,-1.0374492066632666,0
4,0.5548034169116436,1,0,2,2,6,1,7,6,0,-0.6384838951088128,0
4,-1.6550689607393676,2,0,2,0,6,1,3,6,0,3.301298556491419,2
2,-2.254081986183231,1,0,2,0,6,1,0,6,0,-0.5553661218683016,2
4,0.7409831410360879,2,0,2,0,6,2,3,6,0,-0.48887190327589264,0
3,0.449571398928262,1,0,2,0,6,1,7,2,3,0.24256450124060608,0
1,-2.01933363837415,1,0,2,0,6,2,0,6,1,-0.5553661218683016,2
4,0.7409831410360879,1,0,2,2,6,3,8,2,0,-0.0566594824252343,2
4,0.6600354348950251,1,0,2,2,6,3,8,2,0,-0.7049781137012218,0
4,0.5548034169116436,1,1,0,4,3,0,8,2,5,-0.721601668349324,0
4,0.5548034169116436,2,0,1,2,6,2,7,6,1,-0.5221190125720971,0
4,0.7409831410360879,1,0,2,0,6,5,3,6,4,-0.8545901055341419,0
2,-0.5379906159927026,1,0,2,0,6,1,7,1,1,0.043081845463379155,0
4,-1.6550689607393676,1,0,2,2,6,1,4,6,4,0.7080240313874688,2
0,-1.0560559352955041,2,1,0,0,6,0,8,6,5,-0.6218603404607106,2
4,0.7409831410360879,1,1,0,0,6,2,8,6,5,-0.4057541300353814,2
4,-1.6550689607393676,1,1,2,2,6,2,4,6,5,-0.20627147425815448,0
4,0.5548034169116436,1,0,2,3,6,5,1,5,4,0.4088000477216285,0
4,0.7409831410360879,0,1,2,0,6,5,8,2,0,-0.18964791961005226,2
4,-1.6550689607393676,1,0,2,2,6,2,1,2,0,-0.4057541300353814,2
4,0.7409831410360879,0,0,2,0,6,5,1,6,4,-0.5221190125720971,0
4,0.5548034169116436,1,1,1,0,6,2,2,5,1,-0.20627147425815448,0
2,-0.5379906159927026,2,0,2,0,6,2,8,2,0,-0.006788818480927575,2
4,0.5548034169116436,0,0,2,2,6,2,8,2,0,-0.2893892474986657,0
3,0.21482305111918004,0,0,2,5,3,2,1,2,0,0.07632895475958364,2
3,0.8947837827041062,0,0,2,0,6,2,4,6,4,1.3729662173115587,0
4,0.5548034169116436,1,0,2,2,6,4,7,6,4,-0.8379665508860397,0
4,0.7409831410360879,1,0,2,2,6,3,6,6,2,-0.17302436496195,2
0,-1.1127193295942481,1,0,2,2,6,3,0,6,2,-0.5054954579239949,0
1,-0.42466382739521563,1,0,1,0,6,2,0,6,4,-0.8712136601822442,0
4,0.7895517647207255,1,1,2,1,3,2,4,1,0,-0.3725070207391769,0
4,-1.6550689607393676,1,0,2,2,6,3,8,2,4,0.09295250940768589,2
4,-1.6550689607393676,1,0,0,0,6,0,5,6,0,-0.9377078787746531,2
4,-1.6550689607393676,2,0,2,0,6,1,4,1,0,-0.9543314334227554,2
2,-0.4975167629221712,1,0,1,0,6,0,8,2,0,-0.18964791961005226,2
4,0.6600354348950251,1,0,2,0,6,5,3,6,4,0.1760702826481971,0
2,0.5224243344552184,1,1,0,0,6,1,8,2,0,-0.7049781137012218,0
4,-1.6550689607393676,2,0,0,2,6,1,1,6,0,0.37555293842542403,0
4,0.7895517647207255,1,0,2,0,6,3,1,6,3,-0.7382252229974262,0
3,0.21482305111918004,1,1,2,5,3,2,8,2,0,0.24256450124060608,2
1,-0.27895795634130177,0,0,2,2,6,3,7,6,3,0.442047157017833,0
1,-1.1289088708224597,1,0,1,0,6,2,8,2,1,-0.48887190327589264,0
4,0.7409831410360879,1,0,2,0,6,5,8,2,4,1.9381670753470348,2
4,0.7409831410360879,1,0,2,2,6,4,3,6,0,-0.3392599114429724,0
4,0.6600354348950251,1,0,2,0,6,4,6,6,1,-0.7548487776455285,0
4,-1.6550689607393676,2,0,2,0,6,1,5,6,1,-0.7714723322936308,0
2,-2.254081986183231,0,0,0,2,6,3,8,2,1,-0.17302436496195,0
4,-1.6550689607393676,2,0,0,2,6,2,2,6,3,-0.5054954579239949,2
4,0.7409831410360879,2,0,2,0,6,1,4,5,1,0.07632895475958364,0
4,-1.6550689607393676,1,1,0,2,6,1,8,2,0,-0.6883545590531195,2
4,0.7895517647207255,2,0,2,0,6,1,8,6,0,-0.42237768468348363,0
3,0.449571398928262,2,0,1,0,6,3,1,6,4,-0.02341237312902982,0
2,0.7652674528784067,1,0,2,2,6,1,2,6,2,0.009834736167174668,0
2,0.5709929581398561,1,0,2,0,5,5,7,6,2,-0.27276569285056346,0
4,-1.6550689607393676,2,0,2,0,6,0,4,6,1,-0.921084324126551,2
4,0.5548034169116436,1,1,0,0,6,1,8,2,5,-0.18964791961005226,0
4,0.6600354348950251,2,0,2,0,6,2,2,6,1,1.2399777801267406,0
1,0.11768580374990475,1,0,2,0,6,4,8,2,0,2.56986215197492,0
4,-1.6550689607393676,1,1,2,0,6,1,8,2,5,0.7080240313874688,0
4,-1.6550689607393676,1,0,2,0,6,2,8,6,0,2.170896840420466,0
4,0.7409831410360879,1,0,2,0,6,2,4,2,1,3.1683101193066006,0
4,-1.6550689607393676,1,0,2,2,6,1,1,0,1,-0.22289502890625673,2
4,0.7409831410360879,2,0,2,0,6,2,1,4,1,-0.7714723322936308,0
2,0.684319746737344,1,1,2,0,6,5,2,6,4,-0.7049781137012218,0
0,0.7490779116501941,0,0,0,0,6,1,4,6,0,4.032734961007917,0
4,0.7895517647207255,1,1,1,2,1,0,1,1,0,0.5085413756102419,0
4,0.7409831410360879,2,0,2,0,6,5,3,6,4,2.6031092612711246,0
2,0.684319746737344,1,0,0,0,6,2,7,2,0,-0.921084324126551,0
4,0.7895517647207255,1,0,2,1,3,3,4,6,4,0.2924351651849128,0
4,0.7409831410360879,1,1,2,0,6,5,8,2,0,0.10957606405578812,2
4,-1.6550689607393676,1,0,2,0,6,5,1,6,0,0.9407537964609003,2
4,0.7409831410360879,0,0,2,0,2,0,1,6,0,-0.04003592777713206,0
2,-0.5379906159927026,1,0,1,2,6,2,3,6,0,0.02645829081527691,2
4,0.7409831410360879,1,0,2,0,6,2,0,6,0,-0.7382252229974262,2
4,-1.6550689607393676,1,0,2,0,6,1,4,6,0,-0.25614213820246123,2
3,0.8947837827041062,1,1,2,4,3,0,8,2,5,-0.8379665508860397,0
4,0.7895517647207255,1,0,1,2,6,3,8,2,5,-0.8545901055341419,0
4,-1.6550689607393676,2,0,0,0,6,1,6,6,0,0.1428231733519926,2
4,0.6600354348950251,1,0,2,3,6,5,8,6,4,-0.04003592777713206,0
2,-0.5379906159927026,1,0,2,0,6,2,2,6,0,-0.6218603404607106,0
4,0.7895517647207255,2,1,2,2,6,5,8,2,4,-0.9044607694784487,0
4,0.6600354348950251,1,1,1,0,6,0,8,2,0,-0.8712136601822442,0
4,0.7409831410360879,1,0,2,0,6,5,0,6,5,-0.43900123933158586,0
4,0.7409831410360879,1,0,2,0,6,3,7,2,5,1.672190200977399,2
4,0.7409831410360879,0,0,2,2,6,3,3,6,1,-0.6883545590531195,0
4,0.7409831410360879,0,0,2,2,5,3,0,6,0,-0.6218603404607106,0
3,0.21482305111918004,1,0,2,2,6,3,4,4,0,-0.42237768468348363,0
2,-0.21419979142845158,1,0,2,0,6,3,6,6,2,-0.38913057538727913,0
4,0.7409831410360879,2,0,2,0,6,1,4,6,0,-0.6218603404607106,0
3,-0.19801025020023905,1,0,2,2,6,4,8,2,0,3.1350630100103962,0
4,0.6600354348950251,2,1,2,0,4,1,7,6,1,-0.6883545590531195,0
0,-0.5298958453785962,1,0,2,2,6,1,4,2,0,0.7412711406836734,0
2,-2.254081986183231,0,0,0,2,6,1,4,1,0,-0.15640081031384775,0
4,0.5548034169116436,1,0,2,0,6,2,3,6,1,0.07632895475958364,0
4,0.7409831410360879,0,1,0,0,6,2,3,6,0,-0.1397772556657455,0
4,0.7895517647207255,1,1,2,3,6,5,3,6,3,-0.3725070207391769,0
4,0.7409831410360879,1,1,0,0,6,1,3,6,2,4.331958944673758,0
4,-1.6550689607393676,2,0,2,2,6,1,7,6,0,-0.5553661218683016,2
2,0.5709929581398561,2,0,2,0,6,4,8,2,2,-0.2893892474986657,0
4,0.7409831410360879,1,0,1,0,6,0,2,6,0,0.15944672800009485,2
